full_text,username,huruf_kecil,cleaning,tokenizing,filtering,stemming
#TempoThread IKN: Ikatan Keluarga Nebeng Seakan segala sesuatunya kebetulan Kaesang merasakan kemewahan nebeng jet pribadi mengikuti jejak Jokowi nebeng PDIP dan Gibran nebeng MK. Ternyata kesuksesan mereka tak lepas dari 'nebeng'. A Thread https://t.co/JpN6iM5C2r,tempodotco,#tempothread ikn: ikatan keluarga nebeng seakan segala sesuatunya kebetulan kaesang merasakan kemewahan nebeng jet pribadi mengikuti jejak jokowi nebeng pdip dan gibran nebeng mk. ternyata kesuksesan mereka tak lepas dari 'nebeng'. a thread https://t.co/jpn6im5c2r,ikn ikatan keluarga nebeng seakan segala sesuatunya kebetulan kaesang merasakan kemewahan nebeng jet pribadi mengikuti jejak jokowi nebeng pdip dan gibran nebeng mk ternyata kesuksesan mereka tak lepas dari nebeng a thread,"['ikn', 'ikatan', 'keluarga', 'nebeng', 'seakan', 'segala', 'sesuatunya', 'kebetulan', 'kaesang', 'merasakan', 'kemewahan', 'nebeng', 'jet', 'pribadi', 'mengikuti', 'jejak', 'jokowi', 'nebeng', 'pdip', 'dan', 'gibran', 'nebeng', 'mk', 'ternyata', 'kesuksesan', 'mereka', 'tak', 'lepas', 'dari', 'nebeng', 'a', 'thread']","['ikn', 'ikatan', 'keluarga', 'nebeng', 'seakan', 'kaesang', 'merasakan', 'kemewahan', 'nebeng', 'jet', 'pribadi', 'mengikuti', 'jejak', 'jokowi', 'nebeng', 'pdip', 'gibran', 'nebeng', 'mk', 'kesuksesan', 'lepas', 'nebeng', 'a', 'thread']","['ikn', 'ikat', 'keluarga', 'nebeng', 'akan', 'kaesang', 'rasa', 'mewah', 'nebeng', 'jet', 'pribadi', 'ikut', 'jejak', 'jokowi', 'nebeng', 'pdip', 'gibran', 'nebeng', 'mk', 'sukses', 'lepas', 'nebeng', 'a', 'thread']"
AMIEN RAIS : 1. Mulyono/Jokowi Presiden terburuk yang dimiliki bangsa Indonesia 2. 20 Oktober Prabowo Gibran tidak apa-apa dilantik dulu setelah itu 21 Oktober kita gerakan rakyat untuk menjebol Gibran si tolol itu si fufufafa itu 3. Dan yang terpenting kita seret Mulyono ke https://t.co/DFOYk2k6of,CakKhum,amien rais : 1. mulyono/jokowi presiden terburuk yang dimiliki bangsa indonesia 2. 20 oktober prabowo gibran tidak apa-apa dilantik dulu setelah itu 21 oktober kita gerakan rakyat untuk menjebol gibran si tolol itu si fufufafa itu 3. dan yang terpenting kita seret mulyono ke https://t.co/dfoyk2k6of,amien rais   mulyonojokowi presiden terburuk yang dimiliki bangsa indonesia   oktober prabowo gibran tidak apaapa dilantik dulu setelah itu  oktober kita gerakan rakyat untuk menjebol gibran si tolol itu si fufufafa itu  dan yang terpenting kita seret mulyono ke,"['amien', 'rais', 'mulyonojokowi', 'presiden', 'terburuk', 'yang', 'dimiliki', 'bangsa', 'indonesia', 'oktober', 'prabowo', 'gibran', 'tidak', 'apaapa', 'dilantik', 'dulu', 'setelah', 'itu', 'oktober', 'kita', 'gerakan', 'rakyat', 'untuk', 'menjebol', 'gibran', 'si', 'tolol', 'itu', 'si', 'fufufafa', 'itu', 'dan', 'yang', 'terpenting', 'kita', 'seret', 'mulyono', 'ke']","['amien', 'rais', 'mulyonojokowi', 'presiden', 'terburuk', 'dimiliki', 'bangsa', 'indonesia', 'oktober', 'prabowo', 'gibran', 'apaapa', 'dilantik', 'oktober', 'gerakan', 'rakyat', 'menjebol', 'gibran', 'si', 'tolol', 'si', 'fufufafa', 'terpenting', 'seret', 'mulyono']","['amien', 'rais', 'mulyonojokowi', 'presiden', 'buruk', 'milik', 'bangsa', 'indonesia', 'oktober', 'prabowo', 'gibran', 'apaapa', 'lantik', 'oktober', 'gera', 'rakyat', 'jebol', 'gibran', 'si', 'tolol', 'si', 'fufufafa', 'penting', 'seret', 'mulyono']"
Majelis hakim Mahkamah Konstitusi menyatakan keterlibatan Presiden Jokowi dalam putusan MK nomor 90 yang meloloskan Gibran Rakabuming Raka tidak dapat dibuktikan. Hal itu disampaikan dalam paparan hakim MK Arief Hidayat. Putusan MKMK nomor 2 tahun 2023 yang menyatakan adanya https://t.co/XfABluCLee,catchmeupco,majelis hakim mahkamah konstitusi menyatakan keterlibatan presiden jokowi dalam putusan mk nomor 90 yang meloloskan gibran rakabuming raka tidak dapat dibuktikan. hal itu disampaikan dalam paparan hakim mk arief hidayat. putusan mkmk nomor 2 tahun 2023 yang menyatakan adanya https://t.co/xfabluclee,majelis hakim mahkamah konstitusi menyatakan keterlibatan presiden jokowi dalam putusan mk nomor  yang meloloskan gibran rakabuming raka tidak dapat dibuktikan hal itu disampaikan dalam paparan hakim mk arief hidayat putusan mkmk nomor  tahun  yang menyatakan adanya,"['majelis', 'hakim', 'mahkamah', 'konstitusi', 'menyatakan', 'keterlibatan', 'presiden', 'jokowi', 'dalam', 'putusan', 'mk', 'nomor', 'yang', 'meloloskan', 'gibran', 'rakabuming', 'raka', 'tidak', 'dapat', 'dibuktikan', 'hal', 'itu', 'disampaikan', 'dalam', 'paparan', 'hakim', 'mk', 'arief', 'hidayat', 'putusan', 'mkmk', 'nomor', 'tahun', 'yang', 'menyatakan', 'adanya']","['majelis', 'hakim', 'mahkamah', 'konstitusi', 'keterlibatan', 'presiden', 'jokowi', 'putusan', 'mk', 'nomor', 'meloloskan', 'gibran', 'rakabuming', 'raka', 'dibuktikan', 'paparan', 'hakim', 'mk', 'arief', 'hidayat', 'putusan', 'mkmk', 'nomor']","['majelis', 'hakim', 'mahkamah', 'konstitusi', 'libat', 'presiden', 'jokowi', 'putus', 'mk', 'nomor', 'lolos', 'gibran', 'rakabuming', 'raka', 'bukti', 'papar', 'hakim', 'mk', 'arief', 'hidayat', 'putus', 'mkmk', 'nomor']"
16 hari lagi Mulyono @jokowi dan keluarga @gibran_tweet @kaesangp dikuliti koran Hong Kong South China Morning Post. Mulai dari politik dinasti nepotisme dengan menabrak konstitusi yang dilakukannya bersama ipar di MK hingga gratifikasi yang dinikmati seluruh keluarga https://t.co/cnmO7Oozs7,MariaAlcaff,16 hari lagi mulyono @jokowi dan keluarga @gibran_tweet @kaesangp dikuliti koran hong kong south china morning post. mulai dari politik dinasti nepotisme dengan menabrak konstitusi yang dilakukannya bersama ipar di mk hingga gratifikasi yang dinikmati seluruh keluarga https://t.co/cnmo7oozs7,hari lagi mulyono  dan keluarga tweet  dikuliti koran hong kong south china morning post mulai dari politik dinasti nepotisme dengan menabrak konstitusi yang dilakukannya bersama ipar di mk hingga gratifikasi yang dinikmati seluruh keluarga,"['hari', 'lagi', 'mulyono', 'dan', 'keluarga', 'tweet', 'dikuliti', 'koran', 'hong', 'kong', 'south', 'china', 'morning', 'post', 'mulai', 'dari', 'politik', 'dinasti', 'nepotisme', 'dengan', 'menabrak', 'konstitusi', 'yang', 'dilakukannya', 'bersama', 'ipar', 'di', 'mk', 'hingga', 'gratifikasi', 'yang', 'dinikmati', 'seluruh', 'keluarga']","['mulyono', 'keluarga', 'tweet', 'dikuliti', 'koran', 'hong', 'kong', 'south', 'china', 'morning', 'post', 'politik', 'dinasti', 'nepotisme', 'menabrak', 'konstitusi', 'dilakukannya', 'ipar', 'mk', 'gratifikasi', 'dinikmati', 'keluarga']","['mulyono', 'keluarga', 'tweet', 'kulit', 'koran', 'hong', 'kong', 'south', 'china', 'morning', 'post', 'politik', 'dinasti', 'nepotisme', 'tabrak', 'konstitusi', 'laku', 'ipar', 'mk', 'gratifikasi', 'nikmat', 'keluarga']"
@DedynurPalakka Ingat.! Yg dihina itu bukan cuma pak @prabowo tapi anak dan cucu pak Suharto Jika akhirnya terbukti fufufafa adalah gibran apa ga jadi GIBRAN RAKABUMING neRAKA buat jokowi keluarga dan para penjilat termasuk lu ded Karma akan menghukum orang yg bejad dan tak bermoral.! https://t.co/6DrWpHUQTw,Tino_priok,@dedynurpalakka ingat.! yg dihina itu bukan cuma pak @prabowo tapi anak dan cucu pak suharto jika akhirnya terbukti fufufafa adalah gibran apa ga jadi gibran rakabuming neraka buat jokowi keluarga dan para penjilat termasuk lu ded karma akan menghukum orang yg bejad dan tak bermoral.! https://t.co/6drwphuqtw,ingat yg dihina itu bukan cuma pak  tapi anak dan cucu pak suharto jika akhirnya terbukti fufufafa adalah gibran apa ga jadi gibran rakabuming neraka buat jokowi keluarga dan para penjilat termasuk lu ded karma akan menghukum orang yg bejad dan tak bermoral,"['ingat', 'yg', 'dihina', 'itu', 'bukan', 'cuma', 'pak', 'tapi', 'anak', 'dan', 'cucu', 'pak', 'suharto', 'jika', 'akhirnya', 'terbukti', 'fufufafa', 'adalah', 'gibran', 'apa', 'ga', 'jadi', 'gibran', 'rakabuming', 'neraka', 'buat', 'jokowi', 'keluarga', 'dan', 'para', 'penjilat', 'termasuk', 'lu', 'ded', 'karma', 'akan', 'menghukum', 'orang', 'yg', 'bejad', 'dan', 'tak', 'bermoral']","['yg', 'dihina', 'anak', 'cucu', 'suharto', 'terbukti', 'fufufafa', 'gibran', 'ga', 'gibran', 'rakabuming', 'neraka', 'jokowi', 'keluarga', 'penjilat', 'lu', 'ded', 'karma', 'menghukum', 'orang', 'yg', 'bejad', 'bermoral']","['yg', 'hina', 'anak', 'cucu', 'suharto', 'bukti', 'fufufafa', 'gibran', 'ga', 'gibran', 'rakabuming', 'neraka', 'jokowi', 'keluarga', 'jilat', 'lu', 'ded', 'karma', 'hukum', 'orang', 'yg', 'bejad', 'moral']"
Saya nggak bisa membayangkan gimana caleg Gerindra contohnya Ahmad Dhani menjelaskan ke konstituennya bagaimana dia dulu sangat anti-Jokowi lalu sekarang harus bersuara melanjutkan pembangunan Jokowi dan mendukung Gibran. https://t.co/tGKCyrVeTD,hasyimmah,saya nggak bisa membayangkan gimana caleg gerindra contohnya ahmad dhani menjelaskan ke konstituennya bagaimana dia dulu sangat anti-jokowi lalu sekarang harus bersuara melanjutkan pembangunan jokowi dan mendukung gibran. https://t.co/tgkcyrvetd,saya nggak bisa membayangkan gimana caleg gerindra contohnya ahmad dhani menjelaskan ke konstituennya bagaimana dia dulu sangat antijokowi lalu sekarang harus bersuara melanjutkan pembangunan jokowi dan mendukung gibran,"['saya', 'nggak', 'bisa', 'membayangkan', 'gimana', 'caleg', 'gerindra', 'contohnya', 'ahmad', 'dhani', 'menjelaskan', 'ke', 'konstituennya', 'bagaimana', 'dia', 'dulu', 'sangat', 'antijokowi', 'lalu', 'sekarang', 'harus', 'bersuara', 'melanjutkan', 'pembangunan', 'jokowi', 'dan', 'mendukung', 'gibran']","['nggak', 'membayangkan', 'gimana', 'caleg', 'gerindra', 'contohnya', 'ahmad', 'dhani', 'konstituennya', 'antijokowi', 'bersuara', 'melanjutkan', 'pembangunan', 'jokowi', 'mendukung', 'gibran']","['nggak', 'bayang', 'gimana', 'caleg', 'gerindra', 'contoh', 'ahmad', 'dhani', 'konstituen', 'antijokowi', 'suara', 'lanjut', 'bangun', 'jokowi', 'dukung', 'gibran']"
Gak ada lagi alasan MENGELAK ini udah TERALALU terang bukti2 bahwa fufufafa 100% adalah Gibran anak Jokowi Saran saya kalo mau ketemu Prabowo siap2 pake helm full face aja mas dari pada kenapa2 ye kan https://t.co/ySuXk9jeBZ,JhonSitorus_18,gak ada lagi alasan mengelak ini udah teralalu terang bukti2 bahwa fufufafa 100% adalah gibran anak jokowi saran saya kalo mau ketemu prabowo siap2 pake helm full face aja mas dari pada kenapa2 ye kan https://t.co/ysuxk9jebz,gak ada lagi alasan mengelak ini udah teralalu terang bukti bahwa fufufafa  adalah gibran anak jokowi saran saya kalo mau ketemu prabowo siap pake helm full face aja mas dari pada kenapa ye kan,"['gak', 'ada', 'lagi', 'alasan', 'mengelak', 'ini', 'udah', 'teralalu', 'terang', 'bukti', 'bahwa', 'fufufafa', 'adalah', 'gibran', 'anak', 'jokowi', 'saran', 'saya', 'kalo', 'mau', 'ketemu', 'prabowo', 'siap', 'pake', 'helm', 'full', 'face', 'aja', 'mas', 'dari', 'pada', 'kenapa', 'ye', 'kan']","['gak', 'alasan', 'mengelak', 'udah', 'teralalu', 'terang', 'bukti', 'fufufafa', 'gibran', 'anak', 'jokowi', 'saran', 'kalo', 'ketemu', 'prabowo', 'pake', 'helm', 'full', 'face', 'aja', 'mas', 'ye']","['gak', 'alas', 'elak', 'udah', 'teralalu', 'terang', 'bukti', 'fufufafa', 'gibran', 'anak', 'jokowi', 'saran', 'kalo', 'ketemu', 'prabowo', 'pake', 'helm', 'full', 'face', 'aja', 'mas', 'ye']"
Prabowo dijemput oleh Wakil Presiden Terpilih Gibran Rakabuming Raka dari Bandara Adi Soemarmo. Keduanya kemudian menuju rumah Presiden Jokowi dengan menggunakan mobil Alphard putih. | #Jokowi #PrabowoSubianto #GibranRakabuming https://t.co/mBOuPlwVmB,kompascom,prabowo dijemput oleh wakil presiden terpilih gibran rakabuming raka dari bandara adi soemarmo. keduanya kemudian menuju rumah presiden jokowi dengan menggunakan mobil alphard putih. | #jokowi #prabowosubianto #gibranrakabuming https://t.co/mbouplwvmb,prabowo dijemput oleh wakil presiden terpilih gibran rakabuming raka dari bandara adi soemarmo keduanya kemudian menuju rumah presiden jokowi dengan menggunakan mobil alphard putih,"['prabowo', 'dijemput', 'oleh', 'wakil', 'presiden', 'terpilih', 'gibran', 'rakabuming', 'raka', 'dari', 'bandara', 'adi', 'soemarmo', 'keduanya', 'kemudian', 'menuju', 'rumah', 'presiden', 'jokowi', 'dengan', 'menggunakan', 'mobil', 'alphard', 'putih']","['prabowo', 'dijemput', 'wakil', 'presiden', 'terpilih', 'gibran', 'rakabuming', 'raka', 'bandara', 'adi', 'soemarmo', 'rumah', 'presiden', 'jokowi', 'mobil', 'alphard', 'putih']","['prabowo', 'jemput', 'wakil', 'presiden', 'pilih', 'gibran', 'rakabuming', 'raka', 'bandara', 'adi', 'soemarmo', 'rumah', 'presiden', 'jokowi', 'mobil', 'alphard', 'putih']"
@gibran_tweet menyambut kedatangan presiden terpilih Pak Prabowo Subianto di bandara lalu berangkat satu mobil menuju kediaman presiden @jokowi . Jadi isu mengenai kerenggangan mereka hanyalah isu recehan yg di gulirkan orang² yg gak suka melihat kerukunan. https://t.co/9kGBk4MCMt,99propaganda,@gibran_tweet menyambut kedatangan presiden terpilih pak prabowo subianto di bandara lalu berangkat satu mobil menuju kediaman presiden @jokowi . jadi isu mengenai kerenggangan mereka hanyalah isu recehan yg di gulirkan orang² yg gak suka melihat kerukunan. https://t.co/9kgbk4mcmt,tweet menyambut kedatangan presiden terpilih pak prabowo subianto di bandara lalu berangkat satu mobil menuju kediaman presiden   jadi isu mengenai kerenggangan mereka hanyalah isu recehan yg di gulirkan orang yg gak suka melihat kerukunan,"['tweet', 'menyambut', 'kedatangan', 'presiden', 'terpilih', 'pak', 'prabowo', 'subianto', 'di', 'bandara', 'lalu', 'berangkat', 'satu', 'mobil', 'menuju', 'kediaman', 'presiden', 'jadi', 'isu', 'mengenai', 'kerenggangan', 'mereka', 'hanyalah', 'isu', 'recehan', 'yg', 'di', 'gulirkan', 'orang', 'yg', 'gak', 'suka', 'melihat', 'kerukunan']","['tweet', 'menyambut', 'kedatangan', 'presiden', 'terpilih', 'prabowo', 'subianto', 'bandara', 'berangkat', 'mobil', 'kediaman', 'presiden', 'isu', 'kerenggangan', 'isu', 'recehan', 'yg', 'gulirkan', 'orang', 'yg', 'gak', 'suka', 'kerukunan']","['tweet', 'sambut', 'datang', 'presiden', 'pilih', 'prabowo', 'subianto', 'bandara', 'berangkat', 'mobil', 'diam', 'presiden', 'isu', 'renggang', 'isu', 'receh', 'yg', 'gulir', 'orang', 'yg', 'gak', 'suka', 'rukun']"
Terkuaknya aktivitas akun Fufufafa di Kaskus membuat Presiden Jokowi kabarnya kelabakan. Sebelum lengser orang-orang kepercayaan Jokowi coba bermanuver mengamankan Gibran Rakabuming Raka wakil presiden terpilih. #tempodotco #tempo #Jokowi #Prabowo #Gibran https://t.co/dSG70gHrbn,temponewsroom,terkuaknya aktivitas akun fufufafa di kaskus membuat presiden jokowi kabarnya kelabakan. sebelum lengser orang-orang kepercayaan jokowi coba bermanuver mengamankan gibran rakabuming raka wakil presiden terpilih. #tempodotco #tempo #jokowi #prabowo #gibran https://t.co/dsg70ghrbn,terkuaknya aktivitas akun fufufafa di kaskus membuat presiden jokowi kabarnya kelabakan sebelum lengser orangorang kepercayaan jokowi coba bermanuver mengamankan gibran rakabuming raka wakil presiden terpilih,"['terkuaknya', 'aktivitas', 'akun', 'fufufafa', 'di', 'kaskus', 'membuat', 'presiden', 'jokowi', 'kabarnya', 'kelabakan', 'sebelum', 'lengser', 'orangorang', 'kepercayaan', 'jokowi', 'coba', 'bermanuver', 'mengamankan', 'gibran', 'rakabuming', 'raka', 'wakil', 'presiden', 'terpilih']","['terkuaknya', 'aktivitas', 'akun', 'fufufafa', 'kaskus', 'presiden', 'jokowi', 'kabarnya', 'kelabakan', 'lengser', 'orangorang', 'kepercayaan', 'jokowi', 'coba', 'bermanuver', 'mengamankan', 'gibran', 'rakabuming', 'raka', 'wakil', 'presiden', 'terpilih']","['kuak', 'aktivitas', 'akun', 'fufufafa', 'kaskus', 'presiden', 'jokowi', 'kabar', 'laba', 'lengser', 'orangorang', 'percaya', 'jokowi', 'coba', 'manuver', 'aman', 'gibran', 'rakabuming', 'raka', 'wakil', 'presiden', 'pilih']"
Sebanyak 6 juta data NPWP diperjualbelikan dengan harga sekitar 150 juta rupiah. Data yg bocor diantaranya NIK NPWP alamat no hp email dll. NPWP milik Jokowi Gibran Kaesang Menkominfo Sri Mulyani &amp; menteri lainnya juga dibocorkan di sampel yg diberikan oleh pelaku. https://t.co/orS87za2AJ,secgron,sebanyak 6 juta data npwp diperjualbelikan dengan harga sekitar 150 juta rupiah. data yg bocor diantaranya nik npwp alamat no hp email dll. npwp milik jokowi gibran kaesang menkominfo sri mulyani &amp; menteri lainnya juga dibocorkan di sampel yg diberikan oleh pelaku. https://t.co/ors87za2aj,sebanyak  juta data npwp diperjualbelikan dengan harga sekitar  juta rupiah data yg bocor diantaranya nik npwp alamat no hp email dll npwp milik jokowi gibran kaesang menkominfo sri mulyani amp menteri lainnya juga dibocorkan di sampel yg diberikan oleh pelaku,"['sebanyak', 'juta', 'data', 'npwp', 'diperjualbelikan', 'dengan', 'harga', 'sekitar', 'juta', 'rupiah', 'data', 'yg', 'bocor', 'diantaranya', 'nik', 'npwp', 'alamat', 'no', 'hp', 'email', 'dll', 'npwp', 'milik', 'jokowi', 'gibran', 'kaesang', 'menkominfo', 'sri', 'mulyani', 'amp', 'menteri', 'lainnya', 'juga', 'dibocorkan', 'di', 'sampel', 'yg', 'diberikan', 'oleh', 'pelaku']","['juta', 'data', 'npwp', 'diperjualbelikan', 'harga', 'juta', 'rupiah', 'data', 'yg', 'bocor', 'nik', 'npwp', 'alamat', 'no', 'hp', 'email', 'dll', 'npwp', 'milik', 'jokowi', 'gibran', 'kaesang', 'menkominfo', 'sri', 'mulyani', 'amp', 'menteri', 'dibocorkan', 'sampel', 'yg', 'pelaku']","['juta', 'data', 'npwp', 'diperjualbelikan', 'harga', 'juta', 'rupiah', 'data', 'yg', 'bocor', 'nik', 'npwp', 'alamat', 'no', 'hp', 'email', 'dll', 'npwp', 'milik', 'jokowi', 'gibran', 'kaesang', 'menkominfo', 'sri', 'mulyani', 'amp', 'menteri', 'bocor', 'sampel', 'yg', 'laku']"
Manuver Jokowi Mengamankan Gibran Menjelang lengser dari kursi presiden Jokowi ditengarai mengamankan posisi Gibran Rakabuming Raka sebagai wakil presiden terpilih. Menolak pelantikan menggunakan mekanisme Ketetapan MPR. Simak selengkapnya Program Bocor Alus Politik di Channel https://t.co/ardcVUODxt,tempodotco,manuver jokowi mengamankan gibran menjelang lengser dari kursi presiden jokowi ditengarai mengamankan posisi gibran rakabuming raka sebagai wakil presiden terpilih. menolak pelantikan menggunakan mekanisme ketetapan mpr. simak selengkapnya program bocor alus politik di channel https://t.co/ardcvuodxt,manuver jokowi mengamankan gibran menjelang lengser dari kursi presiden jokowi ditengarai mengamankan posisi gibran rakabuming raka sebagai wakil presiden terpilih menolak pelantikan menggunakan mekanisme ketetapan mpr simak selengkapnya program bocor alus politik di channel,"['manuver', 'jokowi', 'mengamankan', 'gibran', 'menjelang', 'lengser', 'dari', 'kursi', 'presiden', 'jokowi', 'ditengarai', 'mengamankan', 'posisi', 'gibran', 'rakabuming', 'raka', 'sebagai', 'wakil', 'presiden', 'terpilih', 'menolak', 'pelantikan', 'menggunakan', 'mekanisme', 'ketetapan', 'mpr', 'simak', 'selengkapnya', 'program', 'bocor', 'alus', 'politik', 'di', 'channel']","['manuver', 'jokowi', 'mengamankan', 'gibran', 'menjelang', 'lengser', 'kursi', 'presiden', 'jokowi', 'ditengarai', 'mengamankan', 'posisi', 'gibran', 'rakabuming', 'raka', 'wakil', 'presiden', 'terpilih', 'menolak', 'pelantikan', 'mekanisme', 'ketetapan', 'mpr', 'simak', 'selengkapnya', 'program', 'bocor', 'alus', 'politik', 'channel']","['manuver', 'jokowi', 'aman', 'gibran', 'jelang', 'lengser', 'kursi', 'presiden', 'jokowi', 'tengara', 'aman', 'posisi', 'gibran', 'rakabuming', 'raka', 'wakil', 'presiden', 'pilih', 'tolak', 'lantik', 'mekanisme', 'tetap', 'mpr', 'simak', 'lengkap', 'program', 'bocor', 'alus', 'politik', 'channel']"
 GIBRAN TIDAK LAYAK DILANTIK DI 20 OKTOBER 2024! SATRIA NAUFAL (KOORDINATOR PUSAT BEM SELURUH INDONESIA 2024) // #ILC &gt;&gt; JOKOWI MENGHITUNG HARI GIBRAN DI UJUNG TANDUK. DEMO BESAR PEKAN DEPAN MAU APA?? // TONTON SEKARANG YOUTUBE ILC https://t.co/N41rgGNcM1 https://t.co/UX2H2nID6p,ILCTalkshow, gibran tidak layak dilantik di 20 oktober 2024! satria naufal (koordinator pusat bem seluruh indonesia 2024) // #ilc &gt;&gt; jokowi menghitung hari gibran di ujung tanduk. demo besar pekan depan mau apa?? // tonton sekarang youtube ilc https://t.co/n41rggncm1 https://t.co/ux2h2nid6p,gibran tidak layak dilantik di  oktober  satria naufal koordinator pusat bem seluruh indonesia    gtgt jokowi menghitung hari gibran di ujung tanduk demo besar pekan depan mau apa  tonton sekarang youtube ilc,"['gibran', 'tidak', 'layak', 'dilantik', 'di', 'oktober', 'satria', 'naufal', 'koordinator', 'pusat', 'bem', 'seluruh', 'indonesia', 'gtgt', 'jokowi', 'menghitung', 'hari', 'gibran', 'di', 'ujung', 'tanduk', 'demo', 'besar', 'pekan', 'depan', 'mau', 'apa', 'tonton', 'sekarang', 'youtube', 'ilc']","['gibran', 'layak', 'dilantik', 'oktober', 'satria', 'naufal', 'koordinator', 'pusat', 'bem', 'indonesia', 'gtgt', 'jokowi', 'menghitung', 'gibran', 'ujung', 'tanduk', 'demo', 'pekan', 'tonton', 'youtube', 'ilc']","['gibran', 'layak', 'lantik', 'oktober', 'satria', 'naufal', 'koordinator', 'pusat', 'bem', 'indonesia', 'gtgt', 'jokowi', 'hitung', 'gibran', 'ujung', 'tanduk', 'demo', 'pekan', 'tonton', 'youtube', 'ilc']"
Ngomongin politik dinasti? Kalian semua lemah entah Gibran dan Jokowi mesti coba maen ke Yogya. Di sini kita udah diajarkan untuk nrimo politik dinasti sejak dalam orok. https://t.co/CJmUs16iDU,GejayanCalling,ngomongin politik dinasti? kalian semua lemah entah gibran dan jokowi mesti coba maen ke yogya. di sini kita udah diajarkan untuk nrimo politik dinasti sejak dalam orok. https://t.co/cjmus16idu,ngomongin politik dinasti kalian semua lemah entah gibran dan jokowi mesti coba maen ke yogya di sini kita udah diajarkan untuk nrimo politik dinasti sejak dalam orok,"['ngomongin', 'politik', 'dinasti', 'kalian', 'semua', 'lemah', 'entah', 'gibran', 'dan', 'jokowi', 'mesti', 'coba', 'maen', 'ke', 'yogya', 'di', 'sini', 'kita', 'udah', 'diajarkan', 'untuk', 'nrimo', 'politik', 'dinasti', 'sejak', 'dalam', 'orok']","['ngomongin', 'politik', 'dinasti', 'lemah', 'gibran', 'jokowi', 'mesti', 'coba', 'maen', 'yogya', 'udah', 'diajarkan', 'nrimo', 'politik', 'dinasti', 'orok']","['ngomongin', 'politik', 'dinasti', 'lemah', 'gibran', 'jokowi', 'mesti', 'coba', 'maen', 'yogya', 'udah', 'ajar', 'nrimo', 'politik', 'dinasti', 'orok']"
